Input,Network Output
-5.0,-0.9706318901032633
-4.99,-0.9706166339005332
-4.98,-0.9706012153851508
-4.97,-0.9705856327691658
-4.96,-0.9705698842436936
-4.95,-0.9705539679786459
-4.94,-0.9705378821224568
-4.93,-0.9705216248018055
-4.92,-0.9705051941213344
-4.91,-0.9704885881633633
-4.9,-0.9704718049875994
-4.89,-0.9704548426308433
-4.88,-0.9704376991066896
-4.87,-0.9704203724052246
-4.86,-0.9704028604927182
-4.8500000000000005,-0.9703851613113117
-4.84,-0.9703672727787014
-4.83,-0.9703491927878165
-4.82,-0.9703309192064933
-4.8100000000000005,-0.9703124498771432
-4.8,-0.9702937826164169
-4.79,-0.9702749152148631
-4.78,-0.9702558454365818
-4.7700000000000005,-0.9702365710188724
-4.76,-0.970217089671877
-4.75,-0.9701973990782176
-4.74,-0.9701774968926281
-4.73,-0.970157380741581
-4.72,-0.9701370482229071
-4.71,-0.9701164969054115
-4.7,-0.9700957243284816
-4.69,-0.9700747280016901
-4.68,-0.9700535054043924
-4.67,-0.9700320539853159
-4.66,-0.9700103711621452
-4.65,-0.969988454321099
-4.64,-0.9699663008165021
-4.63,-0.969943907970349
-4.62,-0.9699212730718615
-4.61,-0.9698983933770401
-4.6000000000000005,-0.9698752661082071
-4.59,-0.9698518884535426
-4.58,-0.9698282575666147
-4.57,-0.9698043705659004
-4.5600000000000005,-0.9697802245342998
-4.55,-0.9697558165186424
-4.54,-0.9697311435291861
-4.53,-0.9697062025391073
-4.5200000000000005,-0.9696809904839835
-4.51,-0.969655504261267
-4.5,-0.9696297407297514
-4.49,-0.9696036967090278
-4.48,-0.9695773689789335
-4.47,-0.9695507542789918
-4.46,-0.9695238493078415
-4.45,-0.9694966507226587
-4.44,-0.969469155138568
-4.43,-0.9694413591280453
-4.42,-0.9694132592203091
-4.41,-0.9693848519007039
-4.4,-0.9693561336100719
-4.39,-0.9693271007441151
-4.38,-0.9692977496527467
-4.37,-0.9692680766394319
-4.36,-0.9692380779605179
-4.3500000000000005,-0.969207749824552
-4.34,-0.9691770883915899
-4.33,-0.969146089772491
-4.32,-0.9691147500282022
-4.3100000000000005,-0.9690830651690314
-4.3,-0.9690510311539057
-4.29,-0.9690186438896201
-4.28,-0.9689858992300722
-4.2700000000000005,-0.9689527929754839
-4.26,-0.9689193208716103
-4.25,-0.9688854786089351
-4.24,-0.9688512618218528
-4.23,-0.9688166660878356
-4.22,-0.9687816869265878
-4.21,-0.9687463197991849
-4.2,-0.9687105601071978
-4.19,-0.9686744031918023
-4.18,-0.9686378443328734
-4.17,-0.9686008787480634
-4.16,-0.9685635015918652
-4.15,-0.9685257079546579
-4.14,-0.9684874928617369
