Input,Network Output
-5.0,-0.9611839419202572
-4.99,-0.9611712331603204
-4.98,-0.9611583788860331
-4.97,-0.9611453773970395
-4.96,-0.9611322269723517
-4.95,-0.9611189258700817
-4.94,-0.9611054723271709
-4.93,-0.9610918645591151
-4.92,-0.9610781007596854
-4.91,-0.961064179100646
-4.9,-0.9610500977314669
-4.89,-0.9610358547790331
-4.88,-0.9610214483473491
-4.87,-0.9610068765172397
-4.86,-0.9609921373460462
-4.8500000000000005,-0.9609772288673175
-4.84,-0.9609621490904985
-4.83,-0.9609468960006117
-4.82,-0.9609314675579357
-4.8100000000000005,-0.9609158616976788
-4.8,-0.9609000763296469
-4.79,-0.9608841093379078
-4.78,-0.9608679585804493
-4.7700000000000005,-0.9608516218888334
-4.76,-0.9608350970678448
-4.75,-0.9608183818951332
-4.74,-0.960801474120853
-4.73,-0.9607843714672948
-4.72,-0.9607670716285126
-4.71,-0.960749572269946
-4.7,-0.9607318710280351
-4.69,-0.960713965509832
-4.68,-0.9606958532926035
-4.67,-0.9606775319234309
-4.66,-0.9606589989188012
-4.65,-0.9606402517641937
-4.64,-0.9606212879136593
-4.63,-0.9606021047893947
-4.62,-0.9605826997813084
-4.61,-0.9605630702465816
-4.6000000000000005,-0.9605432135092218
-4.59,-0.9605231268596088
-4.58,-0.9605028075540354
-4.57,-0.9604822528142393
-4.5600000000000005,-0.9604614598269291
-4.55,-0.9604404257433021
-4.54,-0.9604191476785552
-4.53,-0.9603976227113877
-4.5200000000000005,-0.9603758478834967
-4.51,-0.9603538201990648
-4.5,-0.9603315366242391
-4.49,-0.960308994086603
-4.48,-0.9602861894746386
-4.47,-0.9602631196371819
-4.46,-0.9602397813828681
-4.45,-0.9602161714795694
-4.44,-0.9601922866538226
-4.43,-0.960168123590249
-4.42,-0.9601436789309636
-4.41,-0.9601189492749767
-4.4,-0.9600939311775835
-4.39,-0.9600686211497464
-4.38,-0.9600430156574663
-4.37,-0.960017111121143
-4.36,-0.9599909039149264
-4.3500000000000005,-0.9599643903660576
-4.34,-0.9599375667541976
-4.33,-0.9599104293107465
-4.32,-0.9598829742181519
-4.3100000000000005,-0.9598551976092043
-4.3,-0.9598270955663226
-4.29,-0.9597986641208277
-4.28,-0.9597698992522035
-4.2700000000000005,-0.9597407968873456
-4.26,-0.9597113528997994
-4.25,-0.9596815631089828
-4.24,-0.959651423279399
-4.23,-0.9596209291198338
-4.22,-0.9595900762825407
-4.21,-0.9595588603624124
-4.2,-0.9595272768961387
-4.19,-0.9594953213613487
-4.18,-0.9594629891757412
-4.17,-0.9594302756961981
-4.16,-0.9593971762178845
-4.15,-0.9593636859733318
-4.14,-0.9593298001315078
-4.13,-0.9592955137968686
-4.12,-0.9592608220083955
-4.11,-0.9592257197386158
-4.1,-0.9591902018926054
-4.09,-0.9591542633069763
-4.08,-0.9591178987488455
-4.07,-0.9590811029147853
-4.0600000000000005,-0.9590438704297582
-4.05,-0.9590061958460304
-4.04,-0.9589680736420684
-4.03,-0.9589294982214157
-4.0200000000000005,-0.9588904639115496
-4.01,-0.9588509649627197
-4.0,-0.9588109955467636
-3.99,-0.9587705497559037
-3.98,-0.9587296216015222
-3.97,-0.9586882050129149
-3.96,-0.9586462938360224
-3.95,-0.9586038818321393
-3.94,-0.9585609626766002
-3.93,-0.9585175299574429
-3.92,-0.958473577174047
-3.91,-0.9584290977357491
-3.9,-0.9583840849604324
-3.89,-0.9583385320730912
-3.88,-0.9582924322043704
-3.87,-0.9582457783890774
-3.86,-0.9581985635646681
-3.85,-0.958150780569705
-3.84,-0.9581024221422879
-3.83,-0.9580534809184549
-3.8200000000000003,-0.9580039494305558
-3.81,-0.9579538201055949
-3.8000000000000003,-0.9579030852635435
-3.79,-0.9578517371156215
-3.7800000000000002,-0.9577997677625477
-3.77,-0.9577471691927576
-3.7600000000000002,-0.9576939332805882
-3.75,-0.9576400517844292
-3.74,-0.9575855163448412
-3.73,-0.957530318482636
-3.72,-0.9574744495969243
-3.71,-0.9574179009631253
