Input,Network Output
-5.0,-0.952289094256459
-4.99,-0.9522786390719196
-4.98,-0.9522680563025184
-4.97,-0.9522573443715651
-4.96,-0.9522465016824084
-4.95,-0.9522355266181729
-4.94,-0.9522244175414907
-4.93,-0.95221317279423
-4.92,-0.9522017906972201
-4.91,-0.952190269549971
-4.9,-0.9521786076303906
-4.89,-0.9521668031944974
-4.88,-0.9521548544761285
-4.87,-0.9521427596866435
-4.86,-0.9521305170146254
-4.8500000000000005,-0.9521181246255751
-4.84,-0.9521055806616033
-4.83,-0.9520928832411171
-4.82,-0.9520800304585016
-4.8100000000000005,-0.9520670203837985
-4.8,-0.952053851062378
-4.79,-0.9520405205146073
-4.78,-0.9520270267355135
-4.7700000000000005,-0.9520133676944428
-4.76,-0.9519995413347124
-4.75,-0.95198554557326
-4.74,-0.9519713783002859
-4.73,-0.9519570373788914
-4.72,-0.9519425206447109
-4.71,-0.9519278259055389
-4.7,-0.9519129509409514
-4.69,-0.9518978935019219
-4.68,-0.9518826513104314
-4.67,-0.9518672220590726
-4.66,-0.9518516034106487
-4.65,-0.9518357929977651
-4.64,-0.9518197884224165
-4.63,-0.9518035872555665
-4.62,-0.9517871870367213
-4.61,-0.9517705852734973
-4.6000000000000005,-0.9517537794411817
-4.59,-0.9517367669822867
-4.58,-0.9517195453060973
-4.57,-0.951702111788211
-4.5600000000000005,-0.951684463770072
-4.55,-0.9516665985584978
-4.54,-0.9516485134251979
-4.53,-0.9516302056062853
-4.5200000000000005,-0.9516116723017822
-4.51,-0.9515929106751153
-4.5,-0.9515739178526057
-4.49,-0.9515546909229498
-4.48,-0.951535226936692
-4.47,-0.9515155229056902
-4.46,-0.951495575802572
-4.45,-0.9514753825601833
-4.44,-0.9514549400710275
-4.43,-0.9514342451866962
-4.42,-0.9514132947172919
-4.41,-0.9513920854308398
-4.4,-0.9513706140526924
-4.39,-0.9513488772649229
-4.38,-0.9513268717057107
-4.37,-0.9513045939687155
-4.36,-0.9512820406024429
-4.3500000000000005,-0.9512592081095995
-4.34,-0.9512360929464369
-4.33,-0.9512126915220867
-4.32,-0.9511890001978834
-4.3100000000000005,-0.9511650152866781
-4.3,-0.9511407330521391
-4.29,-0.9511161497080433
-4.28,-0.951091261417555
-4.2700000000000005,-0.951066064292493
-4.26,-0.9510405543925866
-4.25,-0.9510147277247192
-4.24,-0.9509885802421585
-4.23,-0.9509621078437763
-4.22,-0.950935306373254
-4.21,-0.950908171618275
-4.2,-0.950880699309705
-4.19,-0.9508528851207576
-4.18,-0.9508247246661472
-4.17,-0.9507962135012269
-4.16,-0.9507673471211129
-4.15,-0.9507381209597943
-4.14,-0.9507085303892271
-4.13,-0.9506785707184151
-4.12,-0.950648237192473
-4.11,-0.9506175249916758
-4.1,-0.9505864292304914
-4.09,-0.9505549449565964
-4.08,-0.9505230671498769
-4.07,-0.9504907907214106
-4.0600000000000005,-0.950458110512433
-4.05,-0.9504250212932852
-4.04,-0.9503915177623441
-4.03,-0.9503575945449347
-4.0200000000000005,-0.9503232461922235
-4.01,-0.9502884671800922
-4.0,-0.9502532519079936
-3.99,-0.9502175946977867
-3.98,-0.9501814897925517
-3.97,-0.9501449313553851
-3.96,-0.9501079134681738
-3.95,-0.9500704301303466
-3.94,-0.9500324752576064
-3.93,-0.949994042680638
-3.92,-0.9499551261437945
-3.91,-0.9499157193037604
-3.9,-0.9498758157281906
-3.89,-0.9498354088943267
-3.88,-0.9497944921875876
-3.87,-0.9497530589001357
-3.86,-0.9497111022294177
-3.85,-0.949668615276679
-3.84,-0.9496255910454526
-3.83,-0.9495820224400195
-3.8200000000000003,-0.9495379022638427
-3.81,-0.9494932232179727
-3.8000000000000003,-0.9494479778994245
-3.79,-0.9494021587995243
-3.7800000000000002,-0.9493557583022281
-3.77,-0.9493087686824081
-3.7600000000000002,-0.9492611821041089
-3.75,-0.9492129906187717
-3.74,-0.9491641861634258
-3.73,-0.9491147605588476
-3.72,-0.9490647055076852
-3.71,-0.9490140125925488
-3.7,-0.9489626732740661
-3.69,-0.9489106788889015
-3.68,-0.9488580206477379
-3.67,-0.9488046896332232
-3.66,-0.9487506767978756
-3.65,-0.9486959729619528
-3.64,-0.9486405688112789
-3.63,-0.9485844548950318
-3.62,-0.9485276216234898
-3.61,-0.9484700592657332
-3.6,-0.9484117579473057
-3.59,-0.948352707647829
-3.58,-0.9482928981985733
-3.5700000000000003,-0.9482323192799823
-3.56,-0.948170960419149
-3.5500000000000003,-0.9481088109872454
-3.54,-0.9480458601969022
