Input,Network Output
-5.0,-0.9317119355592189
-4.99,-0.9317056920873773
-4.98,-0.931699361640986
-4.97,-0.9316929430030962
-4.96,-0.9316864349395829
-4.95,-0.9316798361988979
-4.94,-0.9316731455118195
-4.93,-0.9316663615911986
-4.92,-0.9316594831317015
-4.91,-0.9316525088095481
-4.9,-0.9316454372822458
-4.89,-0.9316382671883212
-4.88,-0.931630997147046
-4.87,-0.93162362575816
-4.86,-0.9316161516015893
-4.8500000000000005,-0.9316085732371602
-4.84,-0.9316008892043097
-4.83,-0.9315930980217909
-4.82,-0.9315851981873737
-4.8100000000000005,-0.9315771881775424
-4.8,-0.9315690664471872
-4.79,-0.9315608314292918
-4.78,-0.9315524815346166
-4.7700000000000005,-0.931544015151376
-4.76,-0.9315354306449128
-4.75,-0.9315267263573652
-4.74,-0.9315179006073312
-4.73,-0.9315089516895256
-4.72,-0.9314998778744347
-4.71,-0.931490677407962
-4.7,-0.9314813485110726
-4.69,-0.9314718893794287
-4.68,-0.9314622981830221
-4.67,-0.9314525730657995
-4.66,-0.931442712145283
-4.65,-0.9314327135121843
-4.64,-0.9314225752300134
-4.63,-0.9314122953346813
-4.62,-0.9314018718340958
-4.61,-0.9313913027077525
-4.6000000000000005,-0.9313805859063189
-4.59,-0.9313697193512108
-4.58,-0.9313587009341652
-4.57,-0.9313475285168034
-4.5600000000000005,-0.9313361999301896
-4.55,-0.9313247129743818
-4.54,-0.9313130654179755
-4.53,-0.9313012549976415
-4.5200000000000005,-0.9312892794176546
-4.51,-0.9312771363494176
-4.5,-0.931264823430975
-4.49,-0.9312523382665221
-4.48,-0.9312396784259036
-4.47,-0.931226841444107
-4.46,-0.9312138248207458
-4.45,-0.9312006260195365
-4.44,-0.9311872424677661
-4.43,-0.9311736715557524
-4.42,-0.9311599106362939
-4.41,-0.9311459570241141
-4.4,-0.9311318079952939
-4.39,-0.9311174607866975
-4.38,-0.9311029125953872
-4.37,-0.9310881605780308
-4.36,-0.9310732018502982
-4.3500000000000005,-0.9310580334862495
-4.34,-0.9310426525177129
-4.33,-0.9310270559336521
-4.32,-0.9310112406795248
-4.3100000000000005,-0.9309952036566305
-4.3,-0.9309789417214472
-4.29,-0.9309624516849588
-4.28,-0.9309457303119706
-4.2700000000000005,-0.9309287743204142
-4.26,-0.9309115803806414
-4.25,-0.9308941451147066
-4.24,-0.9308764650956376
-4.23,-0.9308585368466945
-4.22,-0.930840356840617
-4.21,-0.9308219214988587
-4.2,-0.9308032271908104
-4.19,-0.9307842702330094
-4.18,-0.9307650468883361
-4.17,-0.9307455533651978
-4.16,-0.9307257858167003
-4.15,-0.9307057403398034
-4.14,-0.9306854129744644
-4.13,-0.9306647997027674
-4.12,-0.9306438964480376
-4.11,-0.9306226990739412
-4.1,-0.9306012033835711
-4.09,-0.930579405118516
-4.08,-0.9305572999579159
-4.07,-0.9305348835175004
-4.0600000000000005,-0.9305121513486118
-4.05,-0.9304890989372118
-4.04,-0.930465721702871
-4.03,-0.9304420149977425
-4.0200000000000005,-0.9304179741055174
-4.01,-0.9303935942403636
-4.0,-0.930368870545845
-3.99,-0.9303437980938255
-3.98,-0.930318371883351
-3.97,-0.9302925868395152
-3.96,-0.9302664378123047
-3.95,-0.9302399195754243
-3.94,-0.9302130268251039
-3.93,-0.9301857541788834
-3.92,-0.930158096174377
-3.91,-0.9301300472680167
-3.9,-0.9301016018337753
-3.89,-0.9300727541618651
-3.88,-0.9300434984574149
-3.87,-0.9300138288391262
-3.86,-0.9299837393379031
-3.85,-0.9299532238954606
-3.84,-0.9299222763629071
-3.83,-0.9298908904993035
-3.8200000000000003,-0.9298590599701962
-3.81,-0.9298267783461253
-3.8000000000000003,-0.9297940391011053
-3.79,-0.9297608356110801
-3.7800000000000002,-0.9297271611523512
-3.77,-0.9296930088999765
-3.7600000000000002,-0.929658371926142
-3.75,-0.9296232431985041
-3.74,-0.9295876155785032
-3.73,-0.9295514818196456
-3.72,-0.9295148345657567
-3.71,-0.9294776663492011
-3.7,-0.929439969589072
-3.69,-0.9294017365893475
-3.68,-0.9293629595370138
-3.67,-0.9293236305001539
-3.66,-0.9292837414260029
-3.65,-0.9292432841389666
-3.64,-0.9292022503386054
-3.63,-0.9291606315975797
-3.62,-0.929118419359559
-3.61,-0.9290756049370935
-3.6,-0.9290321795094437
-3.59,-0.9289881341203728
-3.58,-0.9289434596758972
-3.5700000000000003,-0.928898146941995
-3.56,-0.9288521865422732
-3.5500000000000003,-0.92880556895559
-3.54,-0.9287582845136336
-3.5300000000000002,-0.9287103233984566
-3.52,-0.9286616756399617
-3.5100000000000002,-0.9286123311133432
-3.5,-0.9285622795364777
-3.49,-0.928511510467268
-3.48,-0.9284600133009342
-3.47,-0.9284077772672553
-3.46,-0.928354791427758
-3.45,-0.928301044672851
-3.44,-0.9282465257189058
-3.43,-0.9281912231052806
-3.42,-0.9281351251912877
-3.41,-0.9280782201531022
-3.4,-0.928020495980611
-3.39,-0.9279619404742008
-3.38,-0.9279025412414844
-3.37,-0.9278422856939629
-3.36,-0.9277811610436217
-3.35,-0.927719154299463
-3.34,-0.927656252263967
-3.33,-0.9275924415294852
-3.3200000000000003,-0.9275277084745637
-3.31,-0.9274620392601918
-3.3000000000000003,-0.9273954198259774
-3.29,-0.9273278358862469
