Input,Network Output
-5.0,-0.9925040251907408
-4.99,-0.992486464565969
-4.98,-0.9924687459868732
-4.97,-0.9924508678060605
-4.96,-0.9924328283558493
-4.95,-0.9924146259479782
-4.94,-0.99239625887331
-4.93,-0.9923777254015312
-4.92,-0.9923590237808477
-4.91,-0.9923401522376732
-4.9,-0.9923211089763148
-4.89,-0.9923018921786517
-4.88,-0.9922825000038105
-4.87,-0.9922629305878329
-4.86,-0.9922431820433402
-4.8500000000000005,-0.9922232524591907
-4.84,-0.9922031399001323
-4.83,-0.9921828424064489
-4.82,-0.9921623579936011
-4.8100000000000005,-0.9921416846518614
-4.8,-0.9921208203459424
-4.79,-0.9920997630146199
-4.78,-0.992078510570349
-4.7700000000000005,-0.992057060898874
-4.76,-0.992035411858832
-4.75,-0.9920135612813495
-4.74,-0.9919915069696328
-4.73,-0.9919692466985506
-4.72,-0.9919467782142111
-4.71,-0.9919240992335301
-4.7,-0.9919012074437938
-4.69,-0.9918781005022125
-4.68,-0.9918547760354678
-4.67,-0.9918312316392521
-4.66,-0.9918074648777996
-4.65,-0.9917834732834101
-4.64,-0.9917592543559646
-4.63,-0.991734805562432
-4.62,-0.9917101243363683
-4.61,-0.9916852080774063
-4.6000000000000005,-0.9916600541507382
-4.59,-0.9916346598865866
-4.58,-0.9916090225796695
-4.57,-0.9915831394886542
-4.5600000000000005,-0.9915570078356017
-4.55,-0.9915306248054033
-4.54,-0.9915039875452052
-4.53,-0.9914770931638246
-4.5200000000000005,-0.9914499387311559
-4.51,-0.9914225212775652
-4.5,-0.9913948377932756
-4.49,-0.9913668852277412
-4.48,-0.9913386604890106
-4.47,-0.9913101604430786
-4.46,-0.9912813819132276
-4.45,-0.9912523216793562
-4.44,-0.9912229764772973
-4.43,-0.9911933429981235
-4.42,-0.9911634178874404
-4.41,-0.9911331977446677
-4.4,-0.991102679122307
-4.39,-0.9910718585251979
-4.38,-0.9910407324097592
-4.37,-0.9910092971832187
-4.36,-0.9909775492028273
-4.3500000000000005,-0.9909454847750608
-4.34,-0.9909131001548064
-4.33,-0.9908803915445356
-4.32,-0.9908473550934612
-4.3100000000000005,-0.9908139868966805
-4.3,-0.9907802829943024
-4.29,-0.9907462393705591
-4.28,-0.9907118519529013
-4.2700000000000005,-0.9906771166110786
-4.26,-0.9906420291562015
-4.25,-0.9906065853397874
-4.24,-0.9905707808527905
-4.23,-0.9905346113246113
-4.22,-0.9904980723220911
-4.21,-0.9904611593484869
-4.2,-0.9904238678424272
-4.19,-0.9903861931768501
-4.18,-0.990348130657921
-4.17,-0.9903096755239313
-4.16,-0.9902708229441766
-4.15,-0.9902315680178136
-4.14,-0.9901919057726986
-4.13,-0.9901518311642011
-4.12,-0.9901113390739991
-4.11,-0.9900704243088493
-4.1,-0.990029081599337
-4.09,-0.9899873055986015
-4.08,-0.9899450908810381
-4.07,-0.989902431940977
-4.0600000000000005,-0.9898593231913366
-4.05,-0.9898157589622523
-4.04,-0.9897717334996801
-4.03,-0.9897272409639738
-4.0200000000000005,-0.9896822754284358
-4.01,-0.9896368308778409
-4.0,-0.9895909012069329
