Input,Network Output
-5.0,-0.9908254742006611
-4.99,-0.9908073714958422
-4.98,-0.9907891050631924
-4.97,-0.9907706732144909
-4.96,-0.9907520742411204
-4.95,-0.9907333064137793
-4.94,-0.9907143679821896
-4.93,-0.9906952571747994
-4.92,-0.9906759721984819
-4.91,-0.9906565112382283
-4.9,-0.9906368724568364
-4.89,-0.9906170539945941
-4.88,-0.9905970539689578
-4.87,-0.9905768704742252
-4.86,-0.990556501581203
-4.8500000000000005,-0.9905359453368698
-4.84,-0.9905151997640325
-4.83,-0.9904942628609773
-4.82,-0.9904731326011161
-4.8100000000000005,-0.9904518069326257
-4.8,-0.9904302837780812
-4.79,-0.9904085610340847
-4.78,-0.9903866365708864
-4.7700000000000005,-0.9903645082320003
-4.76,-0.9903421738338131
-4.75,-0.9903196311651867
-4.74,-0.990296877987055
-4.73,-0.9902739120320121
-4.72,-0.9902507310038956
-4.71,-0.9902273325773618
-4.7,-0.9902037143974546
-4.69,-0.990179874079166
-4.68,-0.9901558092069906
-4.67,-0.9901315173344724
-4.66,-0.9901069959837421
-4.65,-0.9900822426450498
-4.64,-0.9900572547762878
-4.63,-0.9900320298025048
-4.62,-0.9900065651154139
-4.61,-0.9899808580728904
-4.6000000000000005,-0.9899549059984627
-4.59,-0.989928706180793
-4.58,-0.98990225587315
-4.57,-0.9898755522928729
-4.5600000000000005,-0.9898485926208255
-4.55,-0.9898213740008415
-4.54,-0.9897938935391599
-4.53,-0.9897661483038515
-4.5200000000000005,-0.9897381353242343
-4.51,-0.9897098515902799
-4.5,-0.9896812940520098
-4.49,-0.9896524596188795
-4.48,-0.989623345159155
-4.47,-0.9895939474992749
-4.46,-0.989564263423205
-4.45,-0.989534289671779
-4.44,-0.9895040229420288
-4.43,-0.9894734598865035
-4.42,-0.9894425971125755
-4.41,-0.9894114311817357
-4.4,-0.9893799586088751
-4.39,-0.9893481758615549
-4.38,-0.9893160793592629
-4.37,-0.9892836654726574
-4.36,-0.989250930522798
-4.3500000000000005,-0.9892178707803616
-4.34,-0.989184482464846
-4.33,-0.9891507617437586
-4.32,-0.9891167047317909
-4.3100000000000005,-0.9890823074899785
-4.3,-0.9890475660248457
-4.29,-0.9890124762875354
-4.28,-0.9889770341729235
-4.2700000000000005,-0.9889412355187165
-4.26,-0.9889050761045345
-4.25,-0.9888685516509765
-4.24,-0.9888316578186698
-4.23,-0.9887943902073011
-4.22,-0.988756744354632
-4.21,-0.988718715735495
-4.2,-0.9886802997607724
-4.19,-0.9886414917763562
-4.18,-0.9886022870620896
-4.17,-0.9885626808306892
-4.16,-0.9885226682266469
-4.15,-0.9884822443251131
-4.14,-0.9884414041307589
-4.13,-0.9884001425766167
-4.12,-0.9883584545229014
-4.11,-0.9883163347558085
-4.1,-0.9882737779862908
-4.09,-0.9882307788488128
-4.08,-0.9881873319000818
-4.07,-0.9881434316177558
-4.0600000000000005,-0.9880990723991274
-4.05,-0.9880542485597842
-4.04,-0.988008954332243
-4.03,-0.9879631838645601
-4.0200000000000005,-0.9879169312189151
-4.01,-0.9878701903701684
-4.0,-0.987822955204392
-3.99,-0.9877752195173733
-3.98,-0.9877269770130901
-3.97,-0.9876782213021579
-3.96,-0.9876289459002479
-3.95,-0.9875791442264753
-3.94,-0.9875288096017575
-3.93,-0.9874779352471411
-3.92,-0.9874265142820982
-3.91,-0.9873745397227891
-3.9,-0.9873220044802945
-3.89,-0.9872689013588121
-3.88,-0.9872152230538199
-3.87,-0.9871609621502055
-3.86,-0.9871061111203587
-3.85,-0.9870506623222283
-3.84,-0.9869946079973421
-3.83,-0.9869379402687891
-3.8200000000000003,-0.986880651139163
-3.81,-0.9868227324884667
-3.8000000000000003,-0.9867641760719768
-3.79,-0.9867049735180662
