Input,Network Output
-5.0,-0.9843238075684341
-4.99,-0.9843055356541441
-4.98,-0.9842870905988216
-4.97,-0.984268470620462
-4.96,-0.9842496739163603
-4.95,-0.9842306986628329
-4.94,-0.9842115430149342
-4.93,-0.984192205106171
-4.92,-0.9841726830482102
-4.91,-0.984152974930583
-4.9,-0.9841330788203847
-4.89,-0.9841129927619693
-4.88,-0.9840927147766394
-4.87,-0.9840722428623316
-4.86,-0.9840515749932964
-4.8500000000000005,-0.9840307091197735
-4.84,-0.9840096431676615
-4.83,-0.9839883750381831
-4.82,-0.9839669026075445
-4.8100000000000005,-0.9839452237265892
-4.8,-0.9839233362204469
-4.79,-0.9839012378881761
-4.78,-0.9838789265024016
-4.7700000000000005,-0.9838563998089461
-4.76,-0.9838336555264553
-4.75,-0.983810691346018
-4.74,-0.9837875049307789
-4.73,-0.9837640939155466
-4.72,-0.9837404559063936
-4.71,-0.9837165884802512
-4.7,-0.9836924891844973
-4.69,-0.9836681555365372
-4.68,-0.9836435850233783
-4.67,-0.9836187751011974
-4.66,-0.9835937231949008
-4.65,-0.9835684266976775
-4.64,-0.9835428829705452
-4.63,-0.9835170893418883
-4.62,-0.9834910431069892
-4.61,-0.9834647415275504
-4.6000000000000005,-0.9834381818312105
-4.59,-0.983411361211051
-4.58,-0.9833842768250953
-4.57,-0.9833569257957991
-4.5600000000000005,-0.9833293052095329
-4.55,-0.9833014121160552
-4.54,-0.9832732435279775
-4.53,-0.9832447964202201
-4.5200000000000005,-0.9832160677294587
-4.51,-0.9831870543535615
-4.5,-0.9831577531510176
-4.49,-0.9831281609403553
-4.48,-0.9830982744995499
-4.47,-0.9830680905654228
-4.46,-0.9830376058330299
-4.45,-0.9830068169550389
-4.44,-0.9829757205410969
-4.43,-0.9829443131571873
-4.42,-0.9829125913249749
-4.41,-0.9828805515211405
-4.4,-0.9828481901767038
-4.39,-0.9828155036763347
-4.38,-0.9827824883576535
-4.37,-0.9827491405105173
-4.36,-0.982715456376296
-4.3500000000000005,-0.9826814321471349
-4.34,-0.9826470639652042
-4.33,-0.9826123479219363
-4.32,-0.9825772800572494
-4.3100000000000005,-0.9825418563587576
-4.3,-0.9825060727609671
-4.29,-0.9824699251444589
-4.28,-0.9824334093350566
-4.2700000000000005,-0.9823965211029798
-4.26,-0.982359256161983
-4.25,-0.9823216101684791
-4.24,-0.9822835787206466
-4.23,-0.9822451573575232
-4.22,-0.9822063415580805
-4.21,-0.9821671267402855
-4.2,-0.9821275082601426
-4.19,-0.98208748141072
-4.18,-0.9820470414211591
-4.17,-0.9820061834556646
-4.16,-0.9819649026124793
-4.15,-0.981923193922837
-4.14,-0.9818810523499001
-4.13,-0.9818384727876753
-4.12,-0.9817954500599123
-4.11,-0.9817519789189801
-4.1,-0.9817080540447255
-4.09,-0.9816636700433088
-4.08,-0.98161882144602
-4.07,-0.9815735027080728
-4.0600000000000005,-0.9815277082073764
-4.05,-0.9814814322432863
-4.04,-0.98143466903533
-4.03,-0.9813874127219122
-4.0200000000000005,-0.9813396573589936
-4.01,-0.9812913969187479
-4.0,-0.9812426252881923
-3.99,-0.9811933362677938
-3.98,-0.9811435235700496
-3.97,-0.9810931808180412
-3.96,-0.981042301543962
-3.95,-0.9809908791876172
-3.94,-0.9809389070948966
-3.93,-0.9808863785162185
-3.92,-0.9808332866049446
-3.91,-0.9807796244157656
-3.9,-0.9807253849030568
-3.89,-0.9806705609192029
-3.88,-0.9806151452128907
-3.87,-0.9805591304273711
-3.86,-0.9805025090986871
-3.85,-0.9804452736538698
-3.84,-0.9803874164090992
-3.83,-0.9803289295678308
-3.8200000000000003,-0.9802698052188871
-3.81,-0.9802100353345122
-3.8000000000000003,-0.9801496117683907
-3.79,-0.980088526253627
-3.7800000000000002,-0.9800267704006885
-3.77,-0.979964335695308
-3.7600000000000002,-0.9799012134963466
-3.75,-0.9798373950336153
-3.74,-0.9797728714056559
-3.73,-0.9797076335774785
-3.72,-0.9796416723782555
-3.71,-0.979574978498972
-3.7,-0.9795075424900301
-3.69,-0.9794393547588076
-3.68,-0.979370405567169
-3.67,-0.9793006850289289
-3.66,-0.9792301831072658
-3.65,-0.9791588896120861
-3.64,-0.979086794197336
-3.63,-0.9790138863582627
-3.62,-0.9789401554286202
-3.61,-0.9788655905778222
-3.6,-0.9787901808080386
-3.59,-0.9787139149512348
-3.58,-0.9786367816661541
-3.5700000000000003,-0.9785587694352393
-3.56,-0.9784798665614954
-3.5500000000000003,-0.978400061165289
-3.54,-0.9783193411810858
-3.5300000000000002,-0.9782376943541226
-3.52,-0.9781551082370146
-3.5100000000000002,-0.9780715701862946
-3.5,-0.9779870673588841
-3.49,-0.9779015867084937
-3.48,-0.9778151149819526
-3.47,-0.9777276387154653
-3.46,-0.9776391442307918
-3.45,-0.9775496176313542
-3.44,-0.977459044798263
-3.43,-0.9773674113862657
-3.42,-0.9772747028196132
-3.41,-0.9771809042878429
-3.4,-0.9770860007414784
-3.39,-0.9769899768876416
-3.38,-0.9768928171855761
-3.37,-0.9767945058420814
-3.36,-0.9766950268068545
-3.35,-0.976594363767736
-3.34,-0.9764925001458623
-3.33,-0.9763894190907174
-3.3200000000000003,-0.976285103475085
-3.31,-0.9761795358898987
-3.3000000000000003,-0.9760726986389862
-3.29,-0.9759645737337072
-3.2800000000000002,-0.9758551428874818
-3.27,-0.9757443875102072
-3.2600000000000002,-0.9756322887025601
-3.25,-0.9755188272501825
-3.24,-0.9754039836177484
-3.23,-0.9752877379429093
-3.22,-0.975170070030115
-3.21,-0.9750509593443065
-3.2,-0.9749303850044813
-3.19,-0.9748083257771234
-3.18,-0.974684760069501
-3.17,-0.9745596659228227
-3.16,-0.9744330210052549
-3.15,-0.9743048026047926
-3.14,-0.9741749876219852
-3.13,-0.9740435525625087
-3.12,-0.9739104735295864
-3.11,-0.9737757262162504
-3.1,-0.9736392858974439
-3.09,-0.9735011274219578
-3.08,-0.9733612252042005
-3.0700000000000003,-0.9732195532157965
-3.06,-0.9730760849770081
-3.0500000000000003,-0.9729307935479812
-3.04,-0.9727836515198047
-3.0300000000000002,-0.9726346310053864
-3.02,-0.9724837036301358
-3.0100000000000002,-0.9723308405224532
-3.0,-0.9721760123040193
-2.99,-0.9720191890798812
-2.98,-0.9718603404283304
-2.97,-0.9716994353905691
-2.96,-0.9715364424601595
-2.95,-0.9713713295722501
-2.94,-0.9712040640925776
-2.93,-0.9710346128062364
-2.92,-0.9708629419062115
-2.91,-0.9706890169816712
-2.9,-0.9705128030060125
-2.89,-0.9703342643246545
-2.88,-0.9701533646425751
-2.87,-0.9699700670115846
