Input,Network Output
-5.0,-0.951626455863479
-4.99,-0.9516161591666934
-4.98,-0.9516057362446638
-4.97,-0.9515951855310466
-4.96,-0.951584505439602
-4.95,-0.9515736943639308
-4.94,-0.9515627506772066
-4.93,-0.9515516727319047
-4.92,-0.9515404588595265
-4.91,-0.9515291073703215
-4.9,-0.9515176165530028
-4.89,-0.951505984674461
-4.88,-0.9514942099794723
-4.87,-0.9514822906904036
-4.86,-0.951470225006912
-4.8500000000000005,-0.9514580111056415
-4.84,-0.9514456471399143
-4.83,-0.9514331312394175
-4.82,-0.9514204615098861
-4.8100000000000005,-0.9514076360327808
-4.8,-0.9513946528649609
-4.79,-0.9513815100383535
-4.78,-0.9513682055596162
-4.7700000000000005,-0.9513547374097965
-4.76,-0.9513411035439853
-4.75,-0.9513273018909654
-4.74,-0.9513133303528548
-4.73,-0.9512991868047455
-4.72,-0.9512848690943355
-4.71,-0.9512703750415572
-4.7,-0.951255702438198
-4.69,-0.9512408490475182
-4.68,-0.9512258126038599
-4.67,-0.951210590812253
-4.66,-0.951195181348014
-4.65,-0.9511795818563377
-4.64,-0.9511637899518857
-4.63,-0.9511478032183657
-4.62,-0.9511316192081062
-4.61,-0.9511152354416246
-4.6000000000000005,-0.9510986494071882
-4.59,-0.9510818585603693
-4.58,-0.9510648603235926
-4.57,-0.9510476520856768
-4.5600000000000005,-0.9510302312013686
-4.55,-0.9510125949908699
-4.54,-0.9509947407393571
-4.53,-0.9509766656964943
-4.5200000000000005,-0.9509583670759377
-4.51,-0.9509398420548335
-4.5,-0.950921087773307
-4.49,-0.9509021013339449
-4.48,-0.9508828798012691
-4.47,-0.9508634202012018
-4.46,-0.9508437195205239
-4.45,-0.9508237747063226
-4.44,-0.9508035826654331
-4.43,-0.950783140263869
-4.42,-0.9507624443262462
-4.41,-0.9507414916351958
-4.4,-0.9507202789307689
-4.39,-0.9506988029098314
-4.38,-0.9506770602254504
-4.37,-0.9506550474862688
-4.36,-0.9506327612558727
-4.3500000000000005,-0.9506101980521463
-4.34,-0.950587354346618
-4.33,-0.9505642265637957
-4.32,-0.9505408110804915
-4.3100000000000005,-0.9505171042251351
-4.3,-0.9504931022770775
-4.29,-0.9504688014658819
-4.28,-0.950444197970604
-4.2700000000000005,-0.950419287919061
-4.26,-0.9503940673870884
-4.25,-0.9503685323977844
-4.24,-0.9503426789207423
-4.23,-0.9503165028712709
-4.22,-0.9502900001096016
-4.21,-0.9502631664400826
-4.2,-0.9502359976103598
-4.19,-0.9502084893105449
-4.18,-0.9501806371723689
-4.17,-0.9501524367683222
-4.16,-0.9501238836107802
-4.15,-0.9500949731511148
-4.14,-0.9500657007787907
-4.13,-0.9500360618204469
-4.12,-0.9500060515389627
-4.11,-0.9499756651325081
-4.1,-0.9499448977335788
-4.09,-0.949913744408014
-4.08,-0.9498822001539985
-4.07,-0.9498502599010475
-4.0600000000000005,-0.9498179185089746
-4.05,-0.9497851707668418
-4.04,-0.949752011391892
-4.03,-0.9497184350284635
-4.0200000000000005,-0.9496844362468854
-4.01,-0.9496500095423543
-4.0,-0.9496151493337924
-3.99,-0.9495798499626847
-3.98,-0.9495441056918972
-3.97,-0.9495079107044744
-3.96,-0.9494712591024157
-3.95,-0.9494341449054307
-3.94,-0.9493965620496732
-3.93,-0.9493585043864528
-3.92,-0.9493199656809235
-3.91,-0.9492809396107507
-3.9,-0.949241419764753
-3.89,-0.9492013996415215
-3.88,-0.9491608726480145
-3.87,-0.9491198320981267
-3.86,-0.9490782712112329
-3.85,-0.9490361831107076
-3.84,-0.948993560822416
-3.83,-0.9489503972731793
-3.8200000000000003,-0.9489066852892123
-3.81,-0.9488624175945328
-3.8000000000000003,-0.9488175868093427
-3.79,-0.9487721854483796
-3.7800000000000002,-0.9487262059192386
-3.77,-0.9486796405206643
-3.7600000000000002,-0.9486324814408109
-3.75,-0.9485847207554712
-3.74,-0.9485363504262734
-3.73,-0.9484873622988442
-3.72,-0.9484377481009396
-3.71,-0.9483874994405396
-3.7,-0.9483366078039089
-3.69,-0.9482850645536223
-3.68,-0.948232860926552
-3.67,-0.9481799880318191
-3.66,-0.9481264368487059
-3.65,-0.9480721982245298
-3.64,-0.9480172628724782
-3.63,-0.9479616213694011
-3.62,-0.9479052641535637
-3.61,-0.9478481815223567
-3.6,-0.9477903636299625
-3.59,-0.9477318004849782
-3.58,-0.9476724819479928
-3.5700000000000003,-0.9476123977291193
-3.56,-0.9475515373854795
-3.5500000000000003,-0.9474898903186394
-3.54,-0.9474274457719986
-3.5300000000000002,-0.9473641928281263
-3.52,-0.9473001204060489
-3.5100000000000002,-0.9472352172584836
-3.5,-0.9471694719690189
-3.49,-0.9471028729492418
-3.48,-0.9470354084358071
-3.47,-0.9469670664874523
-3.46,-0.9468978349819519
-3.45,-0.9468277016130143
-3.44,-0.9467566538871164
-3.43,-0.9466846791202771
-3.42,-0.9466117644347668
-3.41,-0.946537896755753
-3.4,-0.9464630628078778
-3.39,-0.9463872491117704
-3.38,-0.9463104419804876
-3.37,-0.9462326275158851
-3.36,-0.9461537916049166
-3.35,-0.9460739199158587
-3.34,-0.9459929978944591
-3.33,-0.9459110107600103
-3.3200000000000003,-0.9458279435013409
-3.31,-0.9457437808727293
-3.3000000000000003,-0.9456585073897327
-3.29,-0.9455721073249327
-3.2800000000000002,-0.9454845647035948
-3.27,-0.9453958632992386
-3.2600000000000002,-0.9453059866291196
-3.25,-0.9452149179496163
-3.24,-0.9451226402515253
-3.23,-0.9450291362552589
-3.22,-0.9449343884059437
-3.21,-0.9448383788684193
-3.2,-0.9447410895221328
-3.19,-0.9446425019559285
-3.18,-0.9445425974627295
-3.17,-0.9444413570341087
-3.16,-0.9443387613547468
-3.15,-0.9442347907967754
-3.14,-0.9441294254140011
-3.13,-0.94402264493601
-3.12,-0.9439144287621464
-3.11,-0.9438047559553676
-3.1,-0.9436936052359675
-3.09,-0.9435809549751683
-3.08,-0.9434667831885768
-3.0700000000000003,-0.9433510675295027
-3.06,-0.9432337852821336
-3.0500000000000003,-0.9431149133545668
-3.04,-0.9429944282716908
-3.0300000000000002,-0.9428723061679165
-3.02,-0.9427485227797522
-3.0100000000000002,-0.9426230534382192
-3.0,-0.9424958730611055
-2.99,-0.9423669561450525
-2.98,-0.9422362767574712
-2.97,-0.9421038085282838
-2.96,-0.9419695246414874
-2.95,-0.9418333978265346
-2.94,-0.9416954003495266
-2.93,-0.9415555040042162
-2.92,-0.9414136801028136
-2.91,-0.9412698994665925
-2.9,-0.9411241324162909
-2.89,-0.9409763487623017
-2.88,-0.9408265177946483
-2.87,-0.9406746082727401
-2.86,-0.9405205884149032
-2.85,-0.94036442588768
-2.84,-0.940206087794893
-2.83,-0.9400455406664671
-2.82,-0.939882750447004
-2.81,-0.9397176824841046
-2.8000000000000003,-0.9395503015164309
-2.79,-0.9393805716615035
-2.7800000000000002,-0.9392084564032269
-2.77,-0.9390339185791374
-2.7600000000000002,-0.9388569203673659
-2.75,-0.9386774232733088
-2.74,-0.9384953881160022
-2.73,-0.9383107750141887
-2.72,-0.9381235433720729
-2.71,-0.9379336518647567
-2.7,-0.9377410584233462
-2.69,-0.9375457202197233
-2.68,-0.9373475936509751
-2.67,-0.9371466343234697
-2.66,-0.9369427970365736
-2.65,-0.9367360357660001
-2.64,-0.9365263036467799
-2.63,-0.9363135529558468
-2.62,-0.9360977350942268
-2.61,-0.9358788005688226
-2.6,-0.9356566989737847
-2.59,-0.9354313789714575
-2.58,-0.9352027882728914
-2.57,-0.9349708736179101
-2.56,-0.934735580754724
-2.5500000000000003,-0.9344968544190765
-2.54,-0.9342546383129142
-2.5300000000000002,-0.9340088750825695
-2.52,-0.933759506296443
-2.5100000000000002,-0.933506472422175
-2.5,-0.9332497128032936
-2.49,-0.9329891656353277
-2.48,-0.9327247679413713
-2.47,-0.9324564555470869
-2.46,-0.9321841630551353
-2.45,-0.9319078238190182
-2.44,-0.9316273699163176
-2.43,-0.9313427321213232
-2.42,-0.9310538398770282
-2.41,-0.930760621266481
-2.4,-0.9304630029834795
-2.39,-0.9301609103025906
-2.38,-0.9298542670484792
-2.37,-0.929542995564533
-2.36,-0.9292270166807657
-2.35,-0.9289062496809808
-2.34,-0.9285806122691825
-2.33,-0.9282500205352132
-2.32,-0.9279143889196019
-2.31,-0.9275736301776056
-2.3000000000000003,-0.9272276553424259
-2.29,-0.9268763736875801
-2.2800000000000002,-0.9265196926884118
-2.27,-0.9261575179827185
-2.2600000000000002,-0.9257897533304781
-2.25,-0.9254163005726544
-2.24,-0.9250370595890626
-2.23,-0.9246519282552708
-2.22,-0.9242608023985214
-2.21,-0.9238635757526474
-2.2,-0.9234601399119643
-2.19,-0.9230503842841142
-2.18,-0.9226341960418424
-2.17,-0.9222114600736804
-2.16,-0.9217820589335168
-2.15,-0.9213458727890291
-2.14,-0.9209027793689561
-2.13,-0.9204526539091853
-2.12,-0.919995369097632
-2.11,-0.9195307950178868
-2.1,-0.9190587990916056
-2.09,-0.9185792460196185
-2.08,-0.9180919977217319
-2.07,-0.9175969132752003
-2.06,-0.9170938488518404
-2.05,-0.9165826576537636
-2.04,-0.9160631898477014
-2.0300000000000002,-0.9155352924978966
-2.02,-0.9149988094975365
-2.0100000000000002,-0.9144535814987016
-2.0,-0.9138994458408021
-1.99,-0.91333623647748
-1.98,-0.9127637839019487
-1.97,-0.9121819150707439
-1.96,-0.9115904533258625
-1.95,-0.9109892183152624
-1.94,-0.9103780259116987
-1.93,-0.9097566881298714
-1.92,-0.9091250130418604
-1.9100000000000001,-0.9084828046908233
-1.9000000000000001,-0.9078298630029322
-1.8900000000000001,-0.9071659836975275
-1.8800000000000001,-0.9064909581954651
-1.87,-0.9058045735256354
-1.86,-0.9051066122296334
-1.85,-0.9043968522645607
-1.84,-0.9036750669039368
-1.83,-0.9029410246367071
-1.82,-0.9021944890643239
-1.81,-0.9014352187958912
-1.8,-0.900662967341355
-1.79,-0.8998774830027261
-1.78,-0.8990785087633276
-1.77,-0.8982657821750544
-1.76,-0.8974390352436381
-1.75,-0.8965979943119147
-1.74,-0.8957423799410865
-1.73,-0.8948719067899847
-1.72,-0.8939862834923277
-1.71,-0.8930852125319856
-1.7,-0.892168390116256
-1.69,-0.8912355060471621
-1.68,-0.8902862435907892
-1.67,-0.8893202793446776
-1.6600000000000001,-0.8883372831032926
-1.6500000000000001,-0.8873369177216003
-1.6400000000000001,-0.8863188389767792
-1.6300000000000001,-0.8852826954281041
-1.62,-0.8842281282750409
-1.61,-0.8831547712136029
-1.6,-0.8820622502910156
