Input,Network Output
-5.0,-0.857388646121372
-4.99,-0.857388223473206
-4.98,-0.8573877919139606
-4.97,-0.8573873512557416
-4.96,-0.8573869013066919
-4.95,-0.8573864418709086
-4.94,-0.8573859727483574
-4.93,-0.8573854937347853
-4.92,-0.857385004621632
-4.91,-0.8573845051959386
-4.9,-0.8573839952402553
-4.89,-0.8573834745325458
-4.88,-0.8573829428460917
-4.87,-0.8573823999493929
-4.86,-0.8573818456060667
-4.8500000000000005,-0.8573812795747453
-4.84,-0.8573807016089703
-4.83,-0.8573801114570851
-4.82,-0.8573795088621259
-4.8100000000000005,-0.8573788935617088
-4.8,-0.8573782652879165
-4.79,-0.8573776237671803
-4.78,-0.857376968720162
-4.7700000000000005,-0.8573762998616313
-4.76,-0.8573756169003424
-4.75,-0.8573749195389059
-4.74,-0.85737420747366
-4.73,-0.8573734803945381
-4.72,-0.8573727379849333
-4.71,-0.8573719799215603
-4.7,-0.857371205874315
-4.69,-0.8573704155061301
-4.68,-0.8573696084728285
-4.67,-0.8573687844229727
-4.66,-0.8573679429977121
-4.65,-0.8573670838306269
-4.64,-0.8573662065475669
-4.63,-0.8573653107664898
-4.62,-0.857364396097294
-4.61,-0.8573634621416483
-4.6000000000000005,-0.8573625084928187
-4.59,-0.8573615347354908
-4.58,-0.8573605404455883
-4.57,-0.8573595251900884
-4.5600000000000005,-0.857358488526833
-4.55,-0.8573574300043361
-4.54,-0.8573563491615857
-4.53,-0.8573552455278438
-4.5200000000000005,-0.857354118622441
-4.51,-0.8573529679545662
-4.5,-0.8573517930230528
-4.49,-0.8573505933161601
-4.48,-0.85734936831135
-4.47,-0.8573481174750588
-4.46,-0.8573468402624644
-4.45,-0.857345536117249
-4.44,-0.8573442044713555
-4.43,-0.8573428447447402
-4.42,-0.8573414563451199
-4.41,-0.857340038667712
-4.4,-0.8573385910949721
-4.39,-0.8573371129963239
-4.38,-0.857335603727883
-4.37,-0.8573340626321769
-4.36,-0.8573324890378582
-4.3500000000000005,-0.85733088225941
-4.34,-0.8573292415968475
-4.33,-0.8573275663354126
-4.32,-0.8573258557452611
-4.3100000000000005,-0.857324109081144
-4.3,-0.8573223255820821
-4.29,-0.857320504471034
-4.28,-0.857318644954556
-4.2700000000000005,-0.8573167462224555
-4.26,-0.8573148074474375
-4.25,-0.8573128277847428
-4.24,-0.8573108063717787
-4.23,-0.8573087423277421
-4.22,-0.8573066347532347
-4.21,-0.8573044827298695
-4.2,-0.8573022853198699
-4.19,-0.8573000415656593
-4.18,-0.8572977504894423
-4.17,-0.8572954110927775
-4.16,-0.8572930223561407
-4.15,-0.8572905832384791
-4.14,-0.8572880926767553
-4.13,-0.8572855495854839
-4.12,-0.8572829528562546
-4.11,-0.8572803013572486
-4.1,-0.8572775939327428
-4.09,-0.8572748294026047
-4.08,-0.8572720065617744
-4.07,-0.8572691241797388
-4.0600000000000005,-0.8572661809999917
-4.05,-0.8572631757394846
-4.04,-0.8572601070880639
-4.03,-0.8572569737078981
-4.0200000000000005,-0.8572537742328907
-4.01,-0.8572505072680835
-4.0,-0.8572471713890433
-3.99,-0.8572437651412395
-3.98,-0.8572402870394058
-3.97,-0.8572367355668897
-3.96,-0.8572331091749873
-3.95,-0.8572294062822643
-3.94,-0.8572256252738628
-3.93,-0.8572217645007935
-3.92,-0.8572178222792111
-3.91,-0.857213796889677
-3.9,-0.8572096865764045
-3.89,-0.8572054895464877
-3.88,-0.8572012039691151
-3.87,-0.8571968279747662
-3.86,-0.8571923596543896
-3.85,-0.8571877970585662
-3.84,-0.8571831381966514
-3.83,-0.8571783810359017
-3.8200000000000003,-0.8571735235005812
-3.81,-0.8571685634710492
-3.8000000000000003,-0.8571634987828285
-3.79,-0.857158327225654
-3.7800000000000002,-0.8571530465425009
-3.77,-0.8571476544285913
-3.7600000000000002,-0.857142148530381
-3.75,-0.8571365264445235
-3.74,-0.8571307857168123
-3.73,-0.8571249238411003
-3.72,-0.8571189382581966
-3.71,-0.8571128263547393
-3.7,-0.8571065854620435
-3.69,-0.8571002128549265
-3.68,-0.8570937057505058
-3.67,-0.8570870613069725
-3.66,-0.8570802766223373
-3.65,-0.857073348733152
-3.64,-0.8570662746132004
-3.63,-0.8570590511721629
-3.62,-0.8570516752542527
-3.61,-0.8570441436368221
-3.6,-0.8570364530289382
-3.59,-0.8570286000699288
-3.58,-0.8570205813278978
-3.5700000000000003,-0.8570123932982068
-3.56,-0.857004032401925
-3.5500000000000003,-0.8569954949842461
-3.54,-0.8569867773128703
